# x, y
0.000000000000000000e+00 3.115264698863029480e-03 0.000000000000000000e+00
-1.570796370506286621e+00 6.230529397726058960e-03 -6.625259518623352051e-01
1.570796251296997070e+00 9.345794096589088440e-03 6.604651212692260742e-01
-2.356194496154785156e+00 1.246105879545211792e-02 -4.373254179954528809e-01
7.853982448577880859e-01 1.557632442563772202e-02 1.420509457588195801e+00
-7.853982448577880859e-01 1.869158819317817688e-02 -1.416091084480285645e+00
2.356194734573364258e+00 2.180685289204120636e-02 4.332573711872100830e-01
-2.748893737792968750e+00 2.492211759090423584e-02 -8.494598418474197388e-02
3.926990032196044922e-01 2.803738228976726532e-02 1.258414626121520996e+00
-1.178097248077392578e+00 3.115264885127544403e-02 -8.722705245018005371e-01
1.963495492935180664e+00 3.426791355013847351e-02 6.694275736808776855e-01
-1.963495492935180664e+00 3.738317638635635376e-02 -6.673454046249389648e-01
1.178097486495971680e+00 4.049844294786453247e-02 8.641560673713684082e-01
-3.926990032196044922e-01 4.361370578408241272e-02 -1.238965153694152832e+00
2.748893499374389648e+00 4.672897234559059143e-02 8.311399072408676147e-02
-2.945243120193481445e+00 4.984423518180847168e-02 1.073516309261322021e-01
1.963496208190917969e-01 5.295950174331665039e-02 8.283478021621704102e-01
-1.374446868896484375e+00 5.607476457953453064e-02 -5.608460307121276855e-01
1.767145872116088867e+00 5.919003114104270935e-02 7.672774195671081543e-01
-2.159844875335693359e+00 6.230529770255088806e-02 -4.569599926471710205e-01
9.817478656768798828e-01 6.542056053876876831e-02 1.223916172981262207e+00
-5.890486240386962891e-01 6.853582710027694702e-02 -1.303729772567749023e+00
2.552543878555297852e+00 7.165109366178512573e-02 3.432831466197967529e-01
-2.552544116973876953e+00 7.476635277271270752e-02 -3.422152101993560791e-01
5.890486240386962891e-01 7.788161933422088623e-02 1.291602015495300293e+00
-9.817476272583007812e-01 8.099688589572906494e-02 -1.205000042915344238e+00
2.159845113754272461e+00 8.411215245723724365e-02 4.471028447151184082e-01
-1.767145872116088867e+00 8.722741156816482544e-02 -7.460637092590332031e-01
1.374446630477905273e+00 9.034267812967300415e-02 5.419526696205139160e-01
-1.963496208190917969e-01 9.345794469118118286e-02 -7.954711914062500000e-01
2.945243120193481445e+00 9.657321125268936157e-02 -1.024506017565727234e-01
-3.043417930603027344e+00 9.968847036361694336e-02 7.858755439519882202e-02
9.817481040954589844e-02 1.028037369251251221e-01 4.298425614833831787e-01
-1.472621560096740723e+00 1.059190034866333008e-01 -5.304252505302429199e-01
1.668971300125122070e+00 1.090342700481414795e-01 6.839298009872436523e-01
-2.258019924163818359e+00 1.121495291590690613e-01 -3.996071815490722656e-01
8.835728168487548828e-01 1.152647957205772400e-01 1.259392499923706055e+00
-6.872234344482421875e-01 1.183800622820854187e-01 -1.266836524009704590e+00
2.454369306564331055e+00 1.214953288435935974e-01 3.814186453819274902e-01
-2.650718927383422852e+00 1.246105954051017761e-01 -2.161268293857574463e-01
4.908738136291503906e-01 1.277258545160293579e-01 1.198197126388549805e+00
-1.079922437667846680e+00 1.308411210775375366e-01 -9.847476482391357422e-01
2.061670064926147461e+00 1.339563876390457153e-01 5.038695335388183594e-01
-1.865320682525634766e+00 1.370716542005538940e-01 -6.862341761589050293e-01
1.276272058486938477e+00 1.401869207620620728e-01 6.118294000625610352e-01
-2.945244312286376953e-01 1.433021873235702515e-01 -9.922187924385070801e-01
2.847068548202514648e+00 1.464174389839172363e-01 -4.248903691768646240e-02
-2.847068309783935547e+00 1.495327055454254150e-01 4.235665500164031982e-02
2.945244312286376953e-01 1.526479721069335938e-01 9.829890131950378418e-01
-1.276272058486938477e+00 1.557632386684417725e-01 -6.023731231689453125e-01
1.865320920944213867e+00 1.588785052299499512e-01 6.714313030242919922e-01
-2.061670303344726562e+00 1.619937717914581299e-01 -4.899384379386901855e-01
1.079922437667846680e+00 1.651090383529663086e-01 9.515740275382995605e-01
-4.908738136291503906e-01 1.682243049144744873e-01 -1.150641560554504395e+00
2.650718927383422852e+00 1.713395565748214722e-01 2.062597870826721191e-01
-2.454369306564331055e+00 1.744548231363296509e-01 -3.617444634437561035e-01
6.872234344482421875e-01 1.775700896978378296e-01 1.194028496742248535e+00
-8.835730552673339844e-01 1.806853562593460083e-01 -1.179639220237731934e+00
2.258019685745239258e+00 1.838006228208541870e-01 3.719765245914459229e-01
-1.668971180915832520e+00 1.869158893823623657e-01 -6.326854825019836426e-01
1.472621679306030273e+00 1.900311559438705444e-01 4.876348674297332764e-01
-9.817481040954589844e-02 1.931464225053787231e-01 -3.927119076251983643e-01
3.043418169021606445e+00 1.962616890668869019e-01 -7.135300338268280029e-02
-3.092505455017089844e+00 1.993769407272338867e-01 3.902747854590415955e-02
4.908728599548339844e-02 2.024922072887420654e-01 1.989414095878601074e-01
-1.521708965301513672e+00 2.056074738502502441e-01 -5.059718489646911621e-01
1.619883775711059570e+00 2.087227404117584229e-01 5.816634297370910645e-01
-2.307107210159301758e+00 2.118380069732666016e-01 -3.583181500434875488e-01
8.344855308532714844e-01 2.149532735347747803e-01 1.158387064933776855e+00
-7.363107204437255859e-01 2.180685400962829590e-01 -1.156111836433410645e+00
2.405281782150268555e+00 2.211838066577911377e-01 3.533039391040802002e-01
-2.699806213378906250e+00 2.242990583181381226e-01 -1.334718018770217896e-01
4.417865276336669922e-01 2.274143248796463013e-01 1.063261389732360840e+00
-1.129009962081909180e+00 2.305295914411544800e-01 -8.037533760070800781e-01
2.012583017349243164e+00 2.336448580026626587e-01 5.017839074134826660e-01
-1.914408087730407715e+00 2.367601245641708374e-01 -5.887376666069030762e-01
1.227184534072875977e+00 2.398753911256790161e-01 6.249290704727172852e-01
-3.436117172241210938e-01 2.429906576871871948e-01 -9.670376777648925781e-01
2.797981023788452148e+00 2.461059242486953735e-01 9.828467853367328644e-03
-2.896155834197998047e+00 2.492211908102035522e-01 7.187499850988388062e-02
2.454369068145751953e-01 2.523364424705505371e-01 7.970946431159973145e-01
-1.325359463691711426e+00 2.554517090320587158e-01 -4.921545386314392090e-01
1.816233396530151367e+00 2.585669755935668945e-01 6.259889602661132812e-01
-2.110757589340209961e+00 2.616822421550750732e-01 -4.045113325119018555e-01
1.030834913253784180e+00 2.647975087165832520e-01 9.382244348526000977e-01
-5.399613380432128906e-01 2.679127752780914307e-01 -1.055953741073608398e+00
2.601631402969360352e+00 2.710280418395996094e-01 2.392195612192153931e-01
-2.503456592559814453e+00 2.741433084011077881e-01 -3.099198341369628906e-01
6.381359100341796875e-01 2.772585749626159668e-01 1.069660544395446777e+00
-9.326603412628173828e-01 2.803738415241241455e-01 -1.035464763641357422e+00
2.208932161331176758e+00 2.834891080856323242e-01 3.467823266983032227e-01
-1.718058586120605469e+00 2.866043746471405029e-01 -5.984560847282409668e-01
1.423534154891967773e+00 2.897196114063262939e-01 4.330753684043884277e-01
-1.472620964050292969e-01 2.928348779678344727e-01 -5.139213204383850098e-01
2.994330644607543945e+00 2.959501445293426514e-01 -8.202229440212249756e-02
-2.994330644607543945e+00 2.990654110908508301e-01 8.176716417074203491e-02
1.472620964050292969e-01 3.021806776523590088e-01 5.091407299041748047e-01
-1.423534154891967773e+00 3.052959442138671875e-01 -4.263818860054016113e-01
1.718058347702026367e+00 3.084112107753753662e-01 5.855467319488525391e-01
-2.208932399749755859e+00 3.115264773368835449e-01 -3.371942937374114990e-01
9.326603412628173828e-01 3.146417438983917236e-01 1.000582695007324219e+00
-6.381359100341796875e-01 3.177570104598999023e-01 -1.027206420898437500e+00
2.503456830978393555e+00 3.208722770214080811e-01 2.957706451416015625e-01
-2.601631402969360352e+00 3.239875435829162598e-01 -2.268802374601364136e-01
5.399613380432128906e-01 3.271028101444244385e-01 9.952656626701354980e-01
-1.030835151672363281e+00 3.302180767059326172e-01 -8.788095116615295410e-01
2.110757589340209961e+00 3.333333432674407959e-01 3.765416443347930908e-01
-1.816233277320861816e+00 3.364486098289489746e-01 -5.790862441062927246e-01
1.325359582901000977e+00 3.395638763904571533e-01 4.524513781070709229e-01
-2.454369068145751953e-01 3.426791131496429443e-01 -7.282399535179138184e-01
2.896155595779418945e+00 3.457943797111511230e-01 -6.525845080614089966e-02
-2.797981023788452148e+00 3.489096462726593018e-01 -8.868265897035598755e-03
3.436117172241210938e-01 3.520249128341674805e-01 8.671423792839050293e-01
-1.227184653282165527e+00 3.551401793956756592e-01 -5.568929314613342285e-01
1.914407968521118164e+00 3.582554459571838379e-01 5.213835239410400391e-01
-2.012582778930664062e+00 3.613707125186920166e-01 -4.416174888610839844e-01
1.129009962081909180e+00 3.644859790802001953e-01 7.029854059219360352e-01
-4.417865276336669922e-01 3.676012456417083740e-01 -9.241822957992553711e-01
2.699806451797485352e+00 3.707165122032165527e-01 1.152922809123992920e-01
